# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
    2.852852853    0.000249468    0.000249199    0.000028849
    2.867867868    0.000253154    0.000252883    0.000029068
    2.882882883    0.000256913    0.000256640    0.000029289
    2.897897898    0.000260745    0.000260470    0.000029511
    2.912912913    0.000264653    0.000264376    0.000029735
    2.927927928    0.000268640    0.000268360    0.000029960
    2.942942943    0.000272707    0.000272425    0.000030186
    2.957957958    0.000276856    0.000276572    0.000030414
    2.972972973    0.000281091    0.000280804    0.000030643
    2.987987988    0.000285412    0.000285124    0.000030874
    3.003003003    0.000289824    0.000289533    0.000031106
    3.018018018    0.000294327    0.000294034    0.000031339
    3.033033033    0.000298926    0.000298631    0.000031575
    3.048048048    0.000303623    0.000303325    0.000031811
    3.063063063    0.000308421    0.000308120    0.000032050
    3.078078078    0.000313322    0.000313019    0.000032289
    3.093093093    0.000318330    0.000318025    0.000032531
    3.108108108    0.000323448    0.000323141    0.000032774
    3.123123123    0.000328680    0.000328370    0.000033019
    3.138138138    0.000334028    0.000333716    0.000033265
    3.153153153    0.000339497    0.000339182    0.000033513
    3.168168168    0.000345090    0.000344773    0.000033763
    3.183183183    0.000350812    0.000350491    0.000034015
    3.198198198    0.000356665    0.000356342    0.000034268
    3.213213213    0.000362655    0.000362329    0.000034523
    3.228228228    0.000368785    0.000368456    0.000034780
    3.243243243    0.000375060    0.000374729    0.000035038
    3.258258258    0.000381486    0.000381152    0.000035299
    3.273273273    0.000388066    0.000387729    0.000035561
    3.288288288    0.000394806    0.000394467    0.000035825
    3.303303303    0.000401711    0.000401369    0.000036092
    3.318318318    0.000408788    0.000408442    0.000036360
    3.333333333    0.000416041    0.000415692    0.000036630
    3.348348348    0.000423476    0.000423125    0.000036902
    3.363363363    0.000431100    0.000430746    0.000037176
    3.378378378    0.000438920    0.000438563    0.000037452
    3.393393393    0.000446942    0.000446582    0.000037730
    3.408408408    0.000455174    0.000454810    0.000038011
    3.423423423    0.000463623    0.000463256    0.000038293
    3.438438438    0.000472296    0.000471926    0.000038578
    3.453453453    0.000481202    0.000480829    0.000038864
    3.468468468    0.000490350    0.000489973    0.000039153
    3.483483483    0.000499748    0.000499368    0.000039445
    3.498498498    0.000509406    0.000509022    0.000039738
    3.513513514    0.000519333    0.000518945    0.000040034
    3.528528529    0.000529539    0.000529149    0.000040332
    3.543543544    0.000540037    0.000539642    0.000040633
    3.558558559    0.000550835    0.000550437    0.000040936
    3.573573574    0.000561948    0.000561546    0.000041241
    3.588588589    0.000573386    0.000572980    0.000041549
    3.603603604    0.000585163    0.000584753    0.000041860
    3.618618619    0.000597292    0.000596878    0.000042173
    3.633633634    0.000609788    0.000609370    0.000042488
    3.648648649    0.000622666    0.000622244    0.000042806
    3.663663664    0.000635942    0.000635515    0.000043127
    3.678678679    0.000649632    0.000649201    0.000043451
    3.693693694    0.000663754    0.000663319    0.000043777
    3.708708709    0.000678326    0.000677887    0.000044106
    3.723723724    0.000693369    0.000692925    0.000044438
    3.738738739    0.000708902    0.000708453    0.000044773
    3.753753754    0.000724947    0.000724493    0.000045111
    3.768768769    0.000741527    0.000741069    0.000045452
    3.783783784    0.000758667    0.000758203    0.000045795
    3.798798799    0.000776392    0.000775923    0.000046142
    3.813813814    0.000794729    0.000794255    0.000046492
    3.828828829    0.000813707    0.000813227    0.000046845
    3.843843844    0.000833355    0.000832870    0.000047201
    3.858858859    0.000853707    0.000853216    0.000047561
    3.873873874    0.000874797    0.000874300    0.000047923
    3.888888889    0.000896660    0.000896157    0.000048289
    3.903903904    0.000919335    0.000918826    0.000048659
    3.918918919    0.000942864    0.000942348    0.000049032
    3.933933934    0.000967288    0.000966766    0.000049408
    3.948948949    0.000992656    0.000992127    0.000049788
    3.963963964    0.001019016    0.001018480    0.000050172
    3.978978979    0.001046421    0.001045878    0.000050559
    3.993993994    0.001074926    0.001074376    0.000050950
    4.009009009    0.001104593    0.001104035    0.000051345
    4.024024024    0.001135484    0.001134919    0.000051744
    4.039039039    0.001167669    0.001167096    0.000052147
    4.054054054    0.001201221    0.001200640    0.000052553
    4.069069069    0.001236219    0.001235629    0.000052964
    4.084084084    0.001272747    0.001272148    0.000053379
    4.099099099    0.001310896    0.001310287    0.000053798
    4.114114114    0.001350763    0.001350145    0.000054222
    4.129129129    0.001392454    0.001391826    0.000054650
    4.144144144    0.001436081    0.001435442    0.000055082
    4.159159159    0.001481767    0.001481117    0.000055519
    4.174174174    0.001529643    0.001528982    0.000055960
    4.189189189    0.001579851    0.001579179    0.000056406
    4.204204204    0.001632547    0.001631863    0.000056857
    4.219219219    0.001687897    0.001687200    0.000057313
    4.234234234    0.001746082    0.001745372    0.000057774
    4.249249249    0.001807300    0.001806576    0.000058240
    4.264264264    0.001871765    0.001871027    0.000058711
    4.279279279    0.001939711    0.001938959    0.000059187
    4.294294294    0.002011395    0.002010626    0.000059668
    4.309309309    0.002087093    0.002086308    0.000060155
    4.324324324    0.002167114    0.002166311    0.000060648
    4.339339339    0.002251791    0.002250970    0.000061146
    4.354354354    0.002341493    0.002340653    0.000061650
    4.369369369    0.002436625    0.002435766    0.000062160
    4.384384384    0.002537636    0.002536756    0.000062676
    4.399399399    0.002645018    0.002644116    0.000063199
    4.414414414    0.002759320    0.002758394    0.000063727
    4.429429429    0.002881147    0.002880196    0.000064262
    4.444444444    0.003011175    0.003010198    0.000064803
    4.459459459    0.003150156    0.003149151    0.000065351
    4.474474474    0.003298929    0.003297895    0.000065906
    4.489489489    0.003458437    0.003457371    0.000066468
    4.504504505    0.003629734    0.003628635    0.000067037
    4.519519520    0.003814010    0.003812876    0.000067614
    4.534534535    0.004012608    0.004011437    0.000068198
    4.549549550    0.004227048    0.004225836    0.000068789
    4.564564565    0.004459057    0.004457802    0.000069388
    4.579579580    0.004710603    0.004709302    0.000069996
    4.594594595    0.004983936    0.004982585    0.000070611
    4.609609610    0.005281640    0.005280236    0.000071235
    4.624624625    0.005606691    0.005605230    0.000071867
    4.639639640    0.005962531    0.005961009    0.000072509
    4.654654655    0.006353162    0.006351574    0.000073159
    4.669669670    0.006783252    0.006781592    0.000073818
    4.684684685    0.007258275    0.007256538    0.000074487
    4.699699700    0.007784685    0.007782865    0.000075166
    4.714714715    0.008370130    0.008368221    0.000075855
    4.729729730    0.009023729    0.009021722    0.000076553
    4.744744745    0.009756416    0.009754305    0.000077263
    4.759759760    0.010581397    0.010579173    0.000077983
    4.774774775    0.011514730    0.011512384    0.000078714
    4.789789790    0.012576092    0.012573615    0.000079457
    4.804804805    0.013789796    0.013787179    0.000080211
    4.819819820    0.015186146    0.015183382    0.000080977
    4.834834835    0.016803285    0.016800368    0.000081756
    4.849849850    0.018689719    0.018686647    0.000082547
    4.864864865    0.020907837    0.020904613    0.000083352
    4.879879880    0.023538872    0.023535511    0.000084170
    4.894894895    0.026690021    0.026686555    0.000085002
    4.909909910    0.030504819    0.030501312    0.000085849
    4.924924925    0.035178528    0.035175092    0.000086710
    4.939939940    0.040981385    0.040978216    0.000087587
    4.954954955    0.048294372    0.048291803    0.000088479
    4.969969970    0.057665225    0.057663821    0.000089388
    4.984984985    0.069897411    0.069898124    0.000090313
    5.000000000    0.086192415    0.086196828    0.000091256
    5.015015015    0.108374523    0.108385167    0.000092218
    5.030030030    0.139225237    0.139245750    0.000093198
    5.045045045    0.182883040    0.182916882    0.000094197
    5.060060060    0.244896039    0.244938929    0.000095216
    5.075075075    0.330166794    0.330180150    0.000096257
    5.090090090    0.433991791    0.433856253    0.000097319
    5.105105105    0.523667950    0.523257426    0.000098403
    5.120120120    0.542006510    0.541517923    0.000099511
    5.135135135    0.473854566    0.473613504    0.000100644
    5.150150150    0.369590941    0.369562375    0.000101802
    5.165165165    0.275403260    0.275440239    0.000102986
    5.180180180    0.204650048    0.204687198    0.000104198
    5.195195195    0.154517893    0.154542127    0.000105439
    5.210210210    0.119230908    0.119244065    0.000106710
    5.225225225    0.094052024    0.094057883    0.000108013
    5.240240240    0.075713364    0.075714824    0.000109349
    5.255255255    0.062061866    0.062060794    0.000110720
    5.270270270    0.051684579    0.051682105    0.000112127
    5.285285285    0.043642941    0.043639737    0.000113573
    5.300300300    0.037302064    0.037298525    0.000115059
    5.315315315    0.032223803    0.032220160    0.000116588
    5.330330330    0.028099719    0.028096104    0.000118163
    5.345345345    0.024708521    0.024705007    0.000119785
    5.360360360    0.021888605    0.021885232    0.000121458
    5.375375375    0.019520008    0.019516793    0.000123184
    5.390390390    0.017512327    0.017509276    0.000124968
    5.405405405    0.015796484    0.015793595    0.000126813
    5.420420420    0.014319025    0.014316291    0.000128724
    5.435435435    0.013038095    0.013035509    0.000130704
    5.450450450    0.011920573    0.011918124    0.000132760
    5.465465465    0.010939984    0.010937664    0.000134897
    5.480480480    0.010074973    0.010072772    0.000137122
    5.495495495    0.009308168    0.009306077    0.000139442
    5.510510511    0.008625325    0.008623337    0.000141866
    5.525525526    0.008014681    0.008012787    0.000144403
    5.540540541    0.007466451    0.007464644    0.000147065
    5.555555556    0.006972449    0.006970723    0.000149865
    5.570570571    0.006525782    0.006524131    0.000152816
    5.585585586    0.006120615    0.006119034    0.000155938
    5.600600601    0.005751982    0.005750464    0.000159251
    5.615615616    0.005415634    0.005414177    0.000162779
    5.630630631    0.005107924    0.005106522    0.000166553
    5.645645646    0.004825701    0.004824352    0.000170608
    5.660660661    0.004566236    0.004564936    0.000174989
    5.675675676    0.004327156    0.004325901    0.000179752
    5.690690691    0.004106386    0.004105174    0.000184965
    5.705705706    0.003902110    0.003900939    0.000190718
    5.720720721    0.003712731    0.003711597    0.000197124
    5.735735736    0.003536840    0.003535742    0.000204335
    5.750750751    0.003373190    0.003372126    0.000212550
    5.765765766    0.003220675    0.003219643    0.000222042
    5.780780781    0.003078311    0.003077310    0.000233187
    5.795795796    0.002945220    0.002944248    0.000246520
    5.810810811    0.002820618    0.002819674    0.000262810
    5.825825826    0.002703800    0.002702882    0.000283193
    5.840840841    0.002594134    0.002593242    0.000309373
    5.855855856    0.002491051    0.002490184    0.000343946
    5.870870871    0.002394036    0.002393192    0.000390832
    5.885885886    0.002302625    0.002301804    0.000455658
    5.900900901    0.002216397    0.002215598    0.000545051
    5.915915916    0.002134969    0.002134192    0.000661314
    5.930930931    0.002057994    0.002057237    0.000786004
    5.945945946    0.001985154    0.001984418    0.000862753
    5.960960961    0.001916161    0.001915445    0.000838364
    5.975975976    0.001850751    0.001850054    0.000738705
    5.990990991    0.001788681    0.001788004    0.000629021
    6.006006006    0.001729731    0.001729072    0.000542814
    6.021021021    0.001673695    0.001673055    0.000483601
    6.036036036    0.001620387    0.001619766    0.000445496
    6.051051051    0.001569635    0.001569032    0.000422355
    6.066066066    0.001521279    0.001520694    0.000409710
    6.081081081    0.001475173    0.001474606    0.000404625
    6.096096096    0.001431181    0.001430632    0.000405235
    6.111111111    0.001389177    0.001388646    0.000410385
    6.126126126    0.001349046    0.001348533    0.000419384
    6.141141141    0.001310678    0.001310184    0.000431858
    6.156156156    0.001273975    0.001273500    0.000447661
    6.171171171    0.001238843    0.001238386    0.000466827
    6.186186186    0.001205196    0.001204757    0.000489538
    6.201201201    0.001172951    0.001172532    0.000516124
    6.216216216    0.001142036    0.001141636    0.000547064
    6.231231231    0.001112378    0.001111998    0.000583011
    6.246246246    0.001083914    0.001083553    0.000624823
    6.261261261    0.001056581    0.001056240    0.000673615
    6.276276276    0.001030321    0.001030002    0.000730840
    6.291291291    0.001005083    0.001004785    0.000798391
    6.306306306    0.000980814    0.000980538    0.000878761
    6.321321321    0.000957468    0.000957215    0.000975267
    6.336336336    0.000935002    0.000934771    0.001092385
    6.351351351    0.000913372    0.000913164    0.001236246
    6.366366366    0.000892540    0.000892357    0.001415391
    6.381381381    0.000872470    0.000872312    0.001641947
    6.396396396    0.000853126    0.000852994    0.001933469
    6.411411411    0.000834477    0.000834371    0.002315883
    6.426426426    0.000816492    0.000816413    0.002828182
    6.441441441    0.000799141    0.000799091    0.003529761
    6.456456456    0.000782398    0.000782378    0.004510820
    6.471471471    0.000766238    0.000766248    0.005902590
    6.486486486    0.000750635    0.000750677    0.007867284
    6.501501502    0.000735568    0.000735642    0.010493333
    6.516516517    0.000721014    0.000721122    0.013438894
    6.531531532    0.000706952    0.000707095    0.015449143
    6.546546547    0.000693362    0.000693542    0.015068464
    6.561561562    0.000680227    0.000680445    0.012622143
    6.576576577    0.000667529    0.000667787    0.009712333
    6.591591592    0.000655253    0.000655553    0.007306708
    6.606606607    0.000643385    0.000643728    0.005564397
    6.621621622    0.000631908    0.000632297    0.004354116
    6.636636637    0.000620811    0.000621246    0.003516611
    6.651651652    0.000610078    0.000610563    0.002922629
    6.666666667    0.000599700    0.000600236    0.002476916
    6.681681682    0.000589663    0.000590253    0.002127665
    6.696696697    0.000579957    0.000580603    0.001857465
    6.711711712    0.000570572    0.000571277    0.001656356
    6.726726727    0.000561498    0.000562264    0.001513327
    6.741741742    0.000552726    0.000553557    0.001419371
    6.756756757    0.000544248    0.000545147    0.001369609
    6.771771772    0.000536056    0.000537027    0.001363939
    6.786786787    0.000528142    0.000529188    0.001407686
    6.801801802    0.000520501    0.000521625    0.001512854
    6.816816817    0.000513126    0.000514333    0.001699457
    6.831831832    0.000506010    0.000507304    0.001993373
    6.846846847    0.000499149    0.000500535    0.002407556
    6.861861862    0.000492539    0.000494021    0.002879456
    6.876876877    0.000486174    0.000487759    0.003188869
    6.891891892    0.000480053    0.000481744    0.003087492
    6.906906907    0.000474170    0.000475975    0.002638539
    6.921921922    0.000468525    0.000470450    0.002117619
    6.936936937    0.000463114    0.000465166    0.001686797
    6.951951952    0.000457937    0.000460124    0.001370754
    6.966966967    0.000452994    0.000455323    0.001145969
    6.981981982    0.000448283    0.000450763    0.000985279
    6.996996997    0.000443806    0.000446446    0.000868304
    7.012012012    0.000439564    0.000442375    0.000781296
    7.027027027    0.000435560    0.000438552    0.000715205
    7.042042042    0.000431796    0.000434981    0.000664046
    7.057057057    0.000428277    0.000431668    0.000623799
    7.072072072    0.000425008    0.000428618    0.000591705
    7.087087087    0.000421996    0.000425841    0.000565832
    7.102102102    0.000419248    0.000423344    0.000544801
    7.117117117    0.000416774    0.000421139    0.000527605
    7.132132132    0.000414586    0.000419238    0.000513497
    7.147147147    0.000412695    0.000417656    0.000501915
    7.162162162    0.000411117    0.000416412    0.000492427
    7.177177177    0.000409870    0.000415524    0.000484698
    7.192192192    0.000408976    0.000415016    0.000478466
    7.207207207    0.000408458    0.000414917    0.000473520
    7.222222222    0.000408344    0.000415257    0.000469694
    7.237237237    0.000408669    0.000416073    0.000466852
    7.252252252    0.000409470    0.000417409    0.000464881
    7.267267267    0.000410793    0.000419316    0.000463692
    7.282282282    0.000412693    0.000421852    0.000463209
    7.297297297    0.000415231    0.000425089    0.000463370
    7.312312312    0.000418484    0.000429108    0.000464122
    7.327327327    0.000422540    0.000434008    0.000465421
    7.342342342    0.000427508    0.000439908    0.000467232
    7.357357357    0.000433514    0.000446950    0.000469524
    7.372372372    0.000440717    0.000455304    0.000472271
    7.387387387    0.000449308    0.000465181    0.000475453
    7.402402402    0.000459520    0.000476837    0.000479052
    7.417417417    0.000471647    0.000490591    0.000483055
    7.432432432    0.000486052    0.000506842    0.000487449
    7.447447447    0.000503199    0.000526092    0.000492226
    7.462462462    0.000523678    0.000548986    0.000497381
    7.477477477    0.000548255    0.000576352    0.000502907
    7.492492492    0.000577932    0.000609280    0.000508802
    7.507507508    0.000614046    0.000649215    0.000515066
    7.522522523    0.000658400    0.000698109    0.000521699
    7.537537538    0.000713475    0.000758640    0.000528703
    7.552552553    0.000782745    0.000834554    0.000536082
    7.567567568    0.000871171    0.000931195    0.000543840
    7.582582583    0.000985980    0.001056342    0.000551983
    7.597597598    0.001137916    0.001221545    0.000560520
    7.612612613    0.001343217    0.001444248    0.000569458
    7.627627628    0.001626616    0.001750992    0.000578808
    7.642642643    0.002025190    0.002181514    0.000588580
    7.657657658    0.002590269    0.002790681    0.000598789
    7.672672673    0.003374376    0.003634138    0.000609447
    7.687687688    0.004363635    0.004695159    0.000620570
    7.702702703    0.005312301    0.005708065    0.000632175
    7.717717718    0.005686709    0.006106137    0.000644281
    7.732732733    0.005208256    0.005607306    0.000656907
    7.747747748    0.004280344    0.004649959    0.000670076
    7.762762763    0.003404223    0.003763971    0.000683810
    7.777777778    0.002769458    0.003149748    0.000698135
    7.792792793    0.002377527    0.002814311    0.000713079
    7.807807808    0.002189416    0.002726296    0.000728672
    7.822822823    0.002172411    0.002861859    0.000744946
    7.837837838    0.002286122    0.003176638    0.000761936
    7.852852853    0.002428509    0.003515930    0.000779679
    7.867867868    0.002421341    0.003584794    0.000798216
    7.882882883    0.002180016    0.003232007    0.000817590
    7.897897898    0.001826395    0.002662749    0.000837851
    7.912912913    0.001502405    0.002128888    0.000859048
    7.927927928    0.001255661    0.001719821    0.000881238
    7.942942943    0.001079604    0.001427457    0.000904481
    7.957957958    0.000956179    0.001221760    0.000928843
    7.972972973    0.000870073    0.001076706    0.000954396
    7.987987988    0.000810647    0.000974089    0.000981218
    8.003003003    0.000770964    0.000901941    0.001009393
    8.018018018    0.000746631    0.000852554    0.001039014
    8.033033033    0.000734970    0.000821035    0.001070183
    8.048048048    0.000734507    0.000804394    0.001103012
    8.063063063    0.000744676    0.000800995    0.001137621
    8.078078078    0.000765687    0.000810259    0.001174145
    8.093093093    0.000798505    0.000832536    0.001212733
    8.108108108    0.000844945    0.000869128    0.001253548
    8.123123123    0.000907887    0.000922441    0.001296769
    8.138138138    0.000991663    0.000996318    0.001342599
    8.153153153    0.001102687    0.001096611    0.001391259
    8.168168168    0.001250488    0.001232130    0.001442999
    8.183183183    0.001449368    0.001416190    0.001498096
    8.198198198    0.001721053    0.001669085    0.001556863
    8.213213213    0.002098745    0.002021879    0.001619650
    8.228228228    0.002632470    0.002521425    0.001686853
    8.243243243    0.003392397    0.003233534    0.001758921
    8.258258258    0.004454011    0.004229331    0.001836364
    8.273273273    0.005813917    0.005507053    0.001919764
    8.288288288    0.007168531    0.006785273    0.002009789
    8.303303303    0.007791066    0.007384267    0.002107208
    8.318318318    0.007215909    0.006862095    0.002212911
    8.333333333    0.005942236    0.005682877    0.002327937
    8.348348348    0.004700437    0.004536008    0.002453498
